puzzle_id,task_id,pair_index,grid_id,vote_rank,vote_count,vote_share,correct,raw_d,oriented_structural_score,m1_effective_score,m1_rank,mean_q,height,width,candidate_shape,is_invalid,top_k,eligible_mixed,structural_margin
292dd178,292dd178#0,0,43ccd516169408d4ea7a,2,6,0.005994005994005994,0,0.9757575869560242,0.9757575869560242,0.005976585179392357,2,0.5373752216498057,11,15,11x15,0,5,1,-0.0006060659885406272
292dd178,292dd178#0,0,3353b605e3991037f701,3,3,0.002997002997002997,0,0.9739394009113311,0.9739394009113311,0.0029828642541694997,3,0.048482525472839676,11,15,11x15,0,5,1,-0.0006060659885406272
292dd178,292dd178#0,0,0f57513bb35cb7792d30,4,2,0.001998001998001998,0,0.9793939530849457,0.9793939530849457,0.0019994525979708045,4,0.09649941138923168,11,15,11x15,0,5,1,-0.0006060659885406272
292dd178,292dd178#0,0,8f3ad13de29c69ca0c5b,5,1,0.000999000999000999,0,0.964242422580719,0.964242422580719,0.000984693091119512,10,0.7582895755767822,11,15,11x15,0,5,1,-0.0006060659885406272
29700607,29700607#0,0,6a5d39ef0771260401be,1,290,0.2897102897102897,0,0.9439923754105202,0.9439923754105202,0.2886365646145008,1,0.7803510936940539,11,11,11x11,0,5,0,
29700607,29700607#0,0,720d09b74704338ce0bf,2,174,0.17382617382617382,0,0.9366179305773515,0.9366179305773515,0.1719095155888721,2,0.8750806421726599,11,11,11x11,0,5,0,
29700607,29700607#0,0,daf9c5186421ec1a4d5a,3,42,0.04195804195804196,0,0.957215515925334,0.957215515925334,0.04235896854295073,3,0.11218300359767108,11,11,11x11,0,5,0,
29700607,29700607#0,0,ac3ea777a25da9a94c06,4,30,0.029970029970029972,0,0.9391608426204094,0.9391608426204094,0.029715038388930914,5,0.45424201115965845,11,11,11x11,0,5,0,
29700607,29700607#0,0,929241d70ea32043dc7c,5,30,0.029970029970029972,0,0.9479974618324867,0.9479974618324867,0.029978782454764895,4,0.11868597989281018,11,11,11x11,0,5,0,
2a5f8217,2a5f8217#0,0,8f5521bb70edc65c898b,1,155,0.15484515484515485,0,0.9430945437427953,0.9430945437427953,0.1564862212152503,1,0.8048987429468862,13,13,13x13,0,5,1,-0.005455540427079408
2a5f8217,2a5f8217#0,0,6394326edfbd6f8214da,2,71,0.07092907092907093,1,0.9376390033157159,0.9376390033157159,0.0712907925579049,2,0.7115538048912102,13,13,13x13,0,5,1,-0.005455540427079408
2a5f8217,2a5f8217#0,0,2b586b0c743e8a24c9bf,3,49,0.04895104895104895,0,0.9396323749782346,0.9396323749782346,0.0492988608937349,3,0.597160206157334,13,13,13x13,0,5,1,-0.005455540427079408
2a5f8217,2a5f8217#0,0,453644a825a90408fb65,4,35,0.03496503496503497,0,0.9348482867927416,0.9348482867927416,0.03504541004358117,4,0.8425641242946897,13,13,13x13,0,5,1,-0.005455540427079408
2a5f8217,2a5f8217#0,0,3578fc377f03a12ba6d6,5,25,0.024975024975024976,0,0.9430106113143001,0.9430106113143001,0.02523759475771903,5,0.7107263845205307,13,13,13x13,0,5,1,-0.005455540427079408
310f3251,310f3251#0,0,bc8cc356832e0e34a3a4,1,315,0.3146853146853147,1,0.887152781089147,0.887152781089147,0.3180015639712424,1,0.9848019610321711,12,12,12x12,0,5,1,-0.013117288549741035
310f3251,310f3251#0,0,72cec34a912ad41829df,2,211,0.21078921078921078,0,0.8859953681627909,0.8859953681627909,0.2127641728531418,2,0.9426320856922611,12,12,12x12,0,5,1,-0.013117288549741035
310f3251,310f3251#0,0,39a45db480abf2d0ef2e,3,196,0.1958041958041958,0,0.900270069638888,0.900270069638888,0.20048022428181483,3,0.9409904504308895,12,12,12x12,0,5,1,-0.013117288549741035
310f3251,310f3251#0,0,204da7c322bcb79337cb,4,126,0.1258741258741259,0,0.8252314792739021,0.8252314792739021,0.11956310020845703,4,0.9895686871475644,12,12,12x12,0,5,1,-0.013117288549741035
310f3251,310f3251#0,0,31902947b017a730c6ec,5,64,0.06393606393606394,0,0.8364197512467703,0.8364197512467703,0.06141374779882413,5,0.9415979328332469,12,12,12x12,0,5,1,-0.013117288549741035
31adaf00,31adaf00#0,0,7aedd3ff57821e410429,1,154,0.2673611111111111,0,0.9295454576159968,0.9295454576159968,0.26591735291113816,2,0.9074370529647772,10,10,10x10,0,5,1,0.0007575804536993358
31adaf00,31adaf00#0,0,30dc54271591b788c515,2,152,0.2638888888888889,1,0.9498484884247635,0.9498484884247635,0.26784715653992314,1,0.822400304096702,10,10,10x10,0,5,1,0.0007575804536993358
31adaf00,31adaf00#0,0,3d4917a7d01b8ce72510,3,41,0.07118055555555555,0,0.9366666719768987,0.9366666719768987,0.07130213250032215,3,0.832411973578174,10,10,10x10,0,5,1,0.0007575804536993358
31adaf00,31adaf00#0,0,96d86c40b6b179dc6151,4,38,0.06597222222222222,0,0.9490909079710642,0.9490909079710642,0.0669110794031637,4,0.549147608444879,10,10,10x10,0,5,1,0.0007575804536993358
31adaf00,31adaf00#0,0,45180ec56a98dea0c54e,5,20,0.034722222222222224,0,0.9287878798715996,0.9287878798715996,0.03450856832878426,5,0.8458947658538818,10,10,10x10,0,5,1,0.0007575804536993358
32e9702f,32e9702f#0,0,9a0ff168ffc75c177afd,1,118,0.11788211788211789,0,0.9522435924945734,0.9522435924945734,0.11861211850690329,1,0.7297507359693616,10,10,10x10,0,5,1,-0.0026923077992904165
32e9702f,32e9702f#0,0,554b4cd19f7048bca0b0,2,93,0.09290709290709291,0,0.9346153888946924,0.9346153888946924,0.09184894505587485,2,0.4995324036446951,10,10,10x10,0,5,1,-0.0026923077992904165
32e9702f,32e9702f#0,0,7ddec8bb64f3986553de,3,80,0.07992007992007992,0,0.9548076960520867,0.9548076960520867,0.08062145254957775,3,0.5379051615018398,10,10,10x10,0,5,1,-0.0026923077992904165
