dataset,statistic,confidence_orientation,confidence_rank,retained_puzzles,total_puzzles,coverage,b1_correct_count,accuracy,risk,threshold_value,mean_statistic_retained
arc2_supporting,structural_defect,lower_is_more_confident,70,70,120,0.5833333333333334,2.0,0.02857142857142857,0.9714285714285714,0.2123333943154747,0.0715915527462132
arc2_supporting,structural_defect,lower_is_more_confident,71,71,120,0.5916666666666667,2.0,0.028169014084507043,0.971830985915493,0.22306488361325716,0.07372497994152367
arc2_supporting,structural_defect,lower_is_more_confident,72,72,120,0.6,2.0,0.027777777777777776,0.9722222222222222,0.2240440624396941,0.0758127449762205
arc2_supporting,structural_defect,lower_is_more_confident,73,73,120,0.6083333333333333,2.0,0.0273972602739726,0.9726027397260274,0.2410049825343633,0.07807565234003067
arc2_supporting,structural_defect,lower_is_more_confident,74,74,120,0.6166666666666667,2.0,0.02702702702702703,0.972972972972973,0.24105787993700617,0.08027811487512494
arc2_supporting,structural_defect,lower_is_more_confident,75,75,120,0.625,2.0,0.02666666666666667,0.9733333333333334,0.28151417178038607,0.08296126230052842
arc2_supporting,structural_defect,lower_is_more_confident,76,76,120,0.6333333333333333,2.0,0.02631578947368421,0.9736842105263158,0.3133019645658598,0.08599206101454594
arc2_supporting,structural_defect,lower_is_more_confident,77,77,120,0.6416666666666667,2.0,0.025974025974025976,0.974025974025974,0.3219004619359037,0.08905580648105708
arc2_supporting,structural_defect,lower_is_more_confident,78,78,120,0.65,2.0,0.02564102564102564,0.9743589743589743,0.35557392022867496,0.09247270537525731
arc2_supporting,structural_defect,lower_is_more_confident,79,79,120,0.6583333333333333,2.0,0.02531645569620253,0.9746835443037974,0.3610842222473376,0.09587285115844821
arc2_supporting,structural_defect,lower_is_more_confident,80,80,120,0.6666666666666666,2.5,0.03125,0.96875,0.40152159524470854,0.09969346045952646
arc2_supporting,structural_defect,lower_is_more_confident,81,81,120,0.675,3.0,0.037037037037037035,0.962962962962963,0.42287539867576945,0.10368336093133194
arc2_supporting,structural_defect,lower_is_more_confident,82,82,120,0.6833333333333333,3.0,0.036585365853658534,0.9634146341463414,0.4354089121622021,0.10772879448292792
arc2_supporting,structural_defect,lower_is_more_confident,83,83,120,0.6916666666666667,3.0,0.03614457831325301,0.963855421686747,0.4471565140292184,0.11181828507987118
arc2_supporting,structural_defect,lower_is_more_confident,84,84,120,0.7,3.5,0.041666666666666664,0.9583333333333334,0.4617295620661923,0.11598389552018454
arc2_supporting,structural_defect,lower_is_more_confident,85,85,120,0.7083333333333334,3.5,0.041176470588235294,0.9588235294117647,0.48469318063660144,0.12032165181567178
arc2_supporting,structural_defect,lower_is_more_confident,86,86,120,0.7166666666666667,3.5,0.040697674418604654,0.9593023255813954,0.5266990240924554,0.12504697009795995
arc2_supporting,structural_defect,lower_is_more_confident,87,87,120,0.725,3.5,0.040229885057471264,0.9597701149425287,0.5461556041344466,0.12988729922481612
arc2_supporting,structural_defect,lower_is_more_confident,88,88,120,0.7333333333333333,3.5,0.03977272727272727,0.9602272727272727,0.5539491618372312,0.13470618402722992
arc2_supporting,structural_defect,lower_is_more_confident,89,89,120,0.7416666666666667,3.5,0.03932584269662921,0.9606741573033708,0.6697380958646121,0.1407177785422567
arc2_supporting,structural_defect,lower_is_more_confident,90,90,120,0.75,3.5,0.03888888888888889,0.9611111111111111,0.6704045859050349,0.14660318751295423
arc2_supporting,structural_defect,lower_is_more_confident,91,91,120,0.7583333333333333,3.5,0.038461538461538464,0.9615384615384616,0.6752755142399673,0.1524127735209434
arc2_supporting,structural_defect,lower_is_more_confident,92,92,120,0.7666666666666667,3.5,0.03804347826086957,0.9619565217391304,0.6868840961748464,0.15822224441935537
arc2_supporting,structural_defect,lower_is_more_confident,93,93,120,0.775,3.5,0.03763440860215054,0.9623655913978495,0.7172358418969528,0.16423314331696395
arc2_supporting,structural_defect,lower_is_more_confident,94,94,120,0.7833333333333333,3.5,0.03723404255319149,0.9627659574468085,0.7351779855326228,0.17030702461713054
arc2_supporting,structural_defect,lower_is_more_confident,95,95,120,0.7916666666666666,3.5,0.03684210526315789,0.9631578947368421,0.7465620859814084,0.17637286736833346
arc2_supporting,structural_defect,lower_is_more_confident,96,96,120,0.8,3.5,0.036458333333333336,0.9635416666666666,0.7468803589499329,0.18231565373897515
arc2_supporting,structural_defect,lower_is_more_confident,97,97,120,0.8083333333333333,3.5,0.03608247422680412,0.9639175257731959,0.7662471440615979,0.1883355660103424
arc2_supporting,structural_defect,lower_is_more_confident,98,98,120,0.8166666666666667,3.5,0.03571428571428571,0.9642857142857143,0.7701967279516024,0.19427292480566138
arc2_supporting,structural_defect,lower_is_more_confident,99,99,120,0.825,3.5,0.03535353535353535,0.9646464646464646,0.7824548286457488,0.20021415615758142
arc2_supporting,structural_defect,lower_is_more_confident,100,100,120,0.8333333333333334,3.5,0.035,0.965,0.7875202413914302,0.20608721700991992
arc2_supporting,structural_defect,lower_is_more_confident,101,101,120,0.8416666666666667,3.5,0.034653465346534656,0.9653465346534653,0.8646707199400219,0.21260784575180214
arc2_supporting,structural_defect,lower_is_more_confident,102,102,120,0.85,3.5,0.03431372549019608,0.9656862745098039,0.8720254082464183,0.21907272381547485
arc2_supporting,structural_defect,lower_is_more_confident,103,103,120,0.8583333333333333,3.5,0.03398058252427184,0.9660194174757282,0.8846154379548856,0.22553430356440116
arc2_supporting,structural_defect,lower_is_more_confident,104,104,120,0.8666666666666667,3.5,0.03365384615384615,0.9663461538461539,0.8852136217781935,0.23187737393184144
arc2_supporting,structural_defect,lower_is_more_confident,105,105,120,0.875,3.5,0.03333333333333333,0.9666666666666667,0.8921563388257303,0.23816574502606896
arc2_supporting,structural_defect,lower_is_more_confident,106,106,120,0.8833333333333333,3.5,0.0330188679245283,0.9669811320754716,0.8951261160445503,0.24436348437529995
arc2_supporting,structural_defect,lower_is_more_confident,107,107,120,0.8916666666666667,3.5,0.03271028037383177,0.9672897196261683,0.91748792687918,0.2506543670155231
arc2_supporting,structural_defect,lower_is_more_confident,108,108,120,0.9,3.5,0.032407407407407406,0.9675925925925926,0.9201305551598635,0.2568532206094522
arc2_supporting,structural_defect,lower_is_more_confident,109,109,120,0.9083333333333333,3.5,0.03211009174311927,0.9678899082568807,0.9287323628214339,0.2630172494370851
arc2_supporting,structural_defect,lower_is_more_confident,110,110,120,0.9166666666666666,3.5,0.031818181818181815,0.9681818181818181,0.9292449895516345,0.2690738652563082
arc2_supporting,structural_defect,lower_is_more_confident,111,111,120,0.925,3.5,0.03153153153153153,0.9684684684684685,0.9362140600238634,0.2750841372812412
arc2_supporting,structural_defect,lower_is_more_confident,112,112,120,0.9333333333333333,3.5,0.03125,0.96875,0.9374538244046027,0.28099815234484266
arc2_supporting,structural_defect,lower_is_more_confident,113,113,120,0.9416666666666667,3.5,0.030973451327433628,0.9690265486725663,0.956838901262326,0.2869790439281832
arc2_supporting,structural_defect,lower_is_more_confident,114,114,120,0.95,3.5,0.03070175438596491,0.9692982456140351,0.9576109154040251,0.2928617796428835
arc2_supporting,structural_defect,lower_is_more_confident,115,115,120,0.9583333333333334,3.5,0.030434782608695653,0.9695652173913043,0.960892802126001,0.29867074505578023
arc2_supporting,structural_defect,lower_is_more_confident,116,116,120,0.9666666666666667,3.5,0.03017241379310345,0.9698275862068966,0.967458748410505,0.30443615887780373
arc2_supporting,structural_defect,lower_is_more_confident,117,117,120,0.975,3.5,0.029914529914529916,0.9700854700854701,0.9742884038040089,0.3101613917404209
arc2_supporting,structural_defect,lower_is_more_confident,118,118,120,0.9833333333333333,3.5,0.029661016949152543,0.9703389830508474,0.9746607060984979,0.3157927418620995
arc2_supporting,structural_defect,lower_is_more_confident,119,119,120,0.9916666666666667,3.5,0.029411764705882353,0.9705882352941176,0.9873271676278702,0.32143588829710595
arc2_supporting,structural_defect,lower_is_more_confident,120,120,120,1.0,3.5,0.029166666666666667,0.9708333333333333,0.9914287041388813,0.3270191617624541
arc2_supporting,vote_share,higher_is_more_confident,1,1,120,0.008333333333333333,1.0,1.0,0.0,0.9991319444444444,0.9991319444444444
arc2_supporting,vote_share,higher_is_more_confident,2,2,120,0.016666666666666666,2.0,1.0,0.0,0.987012987012987,0.9930724657287158
arc2_supporting,vote_share,higher_is_more_confident,3,3,120,0.025,2.0,0.6666666666666666,0.33333333333333337,0.98001998001998,0.9887216371591373
arc2_supporting,vote_share,higher_is_more_confident,4,4,120,0.03333333333333333,2.0,0.5,0.5,0.955044955044955,0.9803024666305917
arc2_supporting,vote_share,higher_is_more_confident,5,5,120,0.041666666666666664,2.0,0.4,0.6,0.8741258741258742,0.9590671481296482
arc2_supporting,vote_share,higher_is_more_confident,6,6,120,0.05,2.0,0.3333333333333333,0.6666666666666667,0.4905094905094905,0.8809742051929552
arc2_supporting,vote_share,higher_is_more_confident,7,7,120,0.058333333333333334,2.0,0.2857142857142857,0.7142857142857143,0.44755244755244755,0.8190568112443113
arc2_supporting,vote_share,higher_is_more_confident,8,8,120,0.06666666666666667,2.5,0.3125,0.6875,0.36063936063936064,0.7617546299186925
arc2_supporting,vote_share,higher_is_more_confident,9,9,120,0.075,2.5,0.2777777777777778,0.7222222222222222,0.35764235764235763,0.7168532663324331
arc2_supporting,vote_share,higher_is_more_confident,10,10,120,0.08333333333333333,2.5,0.25,0.75,0.33466533466533466,0.6786344731657232
arc2_supporting,vote_share,higher_is_more_confident,11,11,120,0.09166666666666666,2.5,0.22727272727272727,0.7727272727272727,0.3116883116883117,0.6452757312132312
arc2_supporting,vote_share,higher_is_more_confident,12,12,120,0.1,2.5,0.20833333333333334,0.7916666666666666,0.26073926073926074,0.6132310253404004
arc2_supporting,vote_share,higher_is_more_confident,13,13,120,0.10833333333333334,2.5,0.19230769230769232,0.8076923076923077,0.2597402597402597,0.5860394279865434
arc2_supporting,vote_share,higher_is_more_confident,14,14,120,0.11666666666666667,2.5,0.17857142857142858,0.8214285714285714,0.24125874125874125,0.5614122360774146
arc2_supporting,vote_share,higher_is_more_confident,15,15,120,0.125,2.5,0.16666666666666666,0.8333333333333334,0.23576423576423577,0.5397023693898695
arc2_supporting,vote_share,higher_is_more_confident,16,16,120,0.13333333333333333,2.5,0.15625,0.84375,0.23276723276723277,0.5205189233509546
arc2_supporting,vote_share,higher_is_more_confident,17,17,120,0.14166666666666666,2.5,0.14705882352941177,0.8529411764705882,0.22677322677322678,0.5032397647287353
arc2_supporting,vote_share,higher_is_more_confident,18,18,120,0.15,2.5,0.1388888888888889,0.8611111111111112,0.2192807192807193,0.48746426220384564
arc2_supporting,vote_share,higher_is_more_confident,19,19,120,0.15833333333333333,2.5,0.13157894736842105,0.868421052631579,0.2057942057942058,0.47263952239281193
arc2_supporting,vote_share,higher_is_more_confident,20,20,120,0.16666666666666666,3.0,0.15,0.85,0.20529470529470528,0.45927228153790656
arc2_supporting,vote_share,higher_is_more_confident,21,21,120,0.175,3.0,0.14285714285714285,0.8571428571428572,0.19880119880119881,0.4468688966456824
arc2_supporting,vote_share,higher_is_more_confident,22,22,120,0.18333333333333332,3.0,0.13636363636363635,0.8636363636363636,0.17382617382617382,0.43445786379025014
arc2_supporting,vote_share,higher_is_more_confident,23,23,120,0.19166666666666668,3.0,0.13043478260869565,0.8695652173913043,0.17082917082917082,0.42299574670498585
arc2_supporting,vote_share,higher_is_more_confident,24,24,120,0.2,3.0,0.125,0.875,0.16666666666666666,0.41231536837005583
arc2_supporting,vote_share,higher_is_more_confident,25,25,120,0.20833333333333334,3.0,0.12,0.88,0.15384615384615385,0.4019765997890998
arc2_supporting,vote_share,higher_is_more_confident,26,26,120,0.21666666666666667,3.0,0.11538461538461539,0.8846153846153846,0.15284715284715283,0.39239469798364024
arc2_supporting,vote_share,higher_is_more_confident,27,27,120,0.225,3.0,0.1111111111111111,0.8888888888888888,0.14685314685314685,0.38330056646028865
arc2_supporting,vote_share,higher_is_more_confident,28,28,120,0.23333333333333334,3.0,0.10714285714285714,0.8928571428571429,0.14285714285714285,0.37471330133160485
arc2_supporting,vote_share,higher_is_more_confident,29,29,120,0.24166666666666667,3.0,0.10344827586206896,0.896551724137931,0.13186813186813187,0.36633932997079544
arc2_supporting,vote_share,higher_is_more_confident,30,30,120,0.25,3.0,0.1,0.9,0.12887112887112886,0.35842372326747324
arc2_supporting,vote_share,higher_is_more_confident,31,31,120,0.25833333333333336,3.0,0.0967741935483871,0.9032258064516129,0.11388611388611389,0.3505354132874294
arc2_supporting,vote_share,higher_is_more_confident,32,32,120,0.26666666666666666,3.0,0.09375,0.90625,0.1128871128871129,0.3431089038999195
arc2_supporting,vote_share,higher_is_more_confident,33,33,120,0.275,3.0,0.09090909090909091,0.9090909090909091,0.11188811188811189,0.336102213232895
arc2_supporting,vote_share,higher_is_more_confident,34,34,120,0.2833333333333333,3.0,0.08823529411764706,0.9117647058823529,0.1108891108891109,0.32947829845807786
arc2_supporting,vote_share,higher_is_more_confident,35,35,120,0.2916666666666667,3.0,0.08571428571428572,0.9142857142857143,0.1023976023976024,0.32299027857063567
arc2_supporting,vote_share,higher_is_more_confident,36,36,120,0.3,3.0,0.08333333333333333,0.9166666666666666,0.0989010989010989,0.31676557913537073
arc2_supporting,vote_share,higher_is_more_confident,37,37,120,0.30833333333333335,3.5,0.0945945945945946,0.9054054054054054,0.08191808191808192,0.3104183494808494
arc2_supporting,vote_share,higher_is_more_confident,38,38,120,0.31666666666666665,3.5,0.09210526315789473,0.9078947368421053,0.07892107892107893,0.304326316045066
arc2_supporting,vote_share,higher_is_more_confident,39,39,120,0.325,3.5,0.08974358974358974,0.9102564102564102,0.07892107892107893,0.2985466945803484
arc2_supporting,vote_share,higher_is_more_confident,40,40,120,0.3333333333333333,3.5,0.0875,0.9125,0.07892107892107893,0.2930560541888666
arc2_supporting,vote_share,higher_is_more_confident,41,41,120,0.3416666666666667,3.5,0.08536585365853659,0.9146341463414634,0.07642357642357642,0.2877723352189815
arc2_supporting,vote_share,higher_is_more_confident,42,42,120,0.35,3.5,0.08333333333333333,0.9166666666666666,0.07542457542457542,0.2827164361762575
arc2_supporting,vote_share,higher_is_more_confident,43,43,120,0.35833333333333334,3.5,0.08139534883720931,0.9186046511627907,0.07292707292707293,0.2778376137751137
arc2_supporting,vote_share,higher_is_more_confident,44,44,120,0.36666666666666664,3.5,0.07954545454545454,0.9204545454545454,0.07092907092907093,0.27313514689224905
arc2_supporting,vote_share,higher_is_more_confident,45,45,120,0.375,3.5,0.07777777777777778,0.9222222222222223,0.06893106893106893,0.2685972784931117
arc2_supporting,vote_share,higher_is_more_confident,46,46,120,0.38333333333333336,3.5,0.07608695652173914,0.9239130434782609,0.061938061938061936,0.2641046868288715
arc2_supporting,vote_share,higher_is_more_confident,47,47,120,0.39166666666666666,3.5,0.07446808510638298,0.925531914893617,0.060939060939060936,0.2597820139375989
arc2_supporting,vote_share,higher_is_more_confident,48,48,120,0.4,3.5,0.07291666666666667,0.9270833333333334,0.060939060939060936,0.25563945241679603
arc2_supporting,vote_share,higher_is_more_confident,49,49,120,0.4083333333333333,3.5,0.07142857142857142,0.9285714285714286,0.055944055944055944,0.25156403616225037
arc2_supporting,vote_share,higher_is_more_confident,50,50,120,0.4166666666666667,3.5,0.07,0.9299999999999999,0.05028305028305028,0.24753841644466637
arc2_supporting,vote_share,higher_is_more_confident,51,51,120,0.425,3.5,0.06862745098039216,0.9313725490196079,0.04995004995004995,0.2436641347486935
arc2_supporting,vote_share,higher_is_more_confident,52,52,120,0.43333333333333335,3.5,0.0673076923076923,0.9326923076923077,0.04595404595404595,0.23986201765648874
arc2_supporting,vote_share,higher_is_more_confident,53,53,120,0.44166666666666665,3.5,0.0660377358490566,0.9339622641509434,0.04295704295704296,0.2361468294546124
arc2_supporting,vote_share,higher_is_more_confident,54,54,120,0.45,3.5,0.06481481481481481,0.9351851851851852,0.04145854145854146,0.2325414907880185
arc2_supporting,vote_share,higher_is_more_confident,55,55,120,0.4583333333333333,3.5,0.06363636363636363,0.9363636363636364,0.036297036297036296,0.22897340979727335
arc2_supporting,vote_share,higher_is_more_confident,56,56,120,0.4666666666666667,3.5,0.0625,0.9375,0.03496503496503497,0.22550897453241195
arc2_supporting,vote_share,higher_is_more_confident,57,57,120,0.475,3.5,0.06140350877192982,0.9385964912280702,0.03196803196803197,0.22211351939970356
arc2_supporting,vote_share,higher_is_more_confident,58,58,120,0.48333333333333334,3.5,0.0603448275862069,0.9396551724137931,0.03196803196803197,0.2188351489267437
arc2_supporting,vote_share,higher_is_more_confident,59,59,120,0.49166666666666664,3.5,0.059322033898305086,0.940677966101695,0.029470529470529472,0.21562557910545194
arc2_supporting,vote_share,higher_is_more_confident,60,60,120,0.5,3.5,0.058333333333333334,0.9416666666666667,0.028971028971028972,0.2125146699365449
arc2_supporting,vote_share,higher_is_more_confident,61,61,120,0.5083333333333333,3.5,0.05737704918032787,0.9426229508196722,0.028971028971028972,0.2095057577895692
arc2_supporting,vote_share,higher_is_more_confident,62,62,120,0.5166666666666667,3.5,0.056451612903225805,0.9435483870967742,0.026973026973026976,0.20656168148607656
arc2_supporting,vote_share,higher_is_more_confident,63,63,120,0.525,3.5,0.05555555555555555,0.9444444444444444,0.022977022977022976,0.20364763928752017
