dataset,statistic,confidence_orientation,confidence_rank,retained_puzzles,total_puzzles,coverage,b1_correct_count,accuracy,risk,threshold_value,mean_statistic_retained
arc2_supporting,vote_share,higher_is_more_confident,64,64,120,0.5333333333333333,3.5,0.0546875,0.9453125,0.022977022977022976,0.20082466090766865
arc2_supporting,vote_share,higher_is_more_confident,65,65,120,0.5416666666666666,3.5,0.05384615384615385,0.9461538461538461,0.02197802197802198,0.19807317415490486
arc2_supporting,vote_share,higher_is_more_confident,66,66,120,0.55,3.5,0.05303030303030303,0.946969696969697,0.021978021978021976,0.19540506578858843
arc2_supporting,vote_share,higher_is_more_confident,67,67,120,0.5583333333333333,3.5,0.05223880597014925,0.9477611940298507,0.017982017982017984,0.1927569605974456
arc2_supporting,vote_share,higher_is_more_confident,68,68,120,0.5666666666666667,3.5,0.051470588235294115,0.9485294117647058,0.015984015984015984,0.1901573584707775
arc2_supporting,vote_share,higher_is_more_confident,69,69,120,0.575,3.5,0.050724637681159424,0.9492753623188406,0.015984015984015984,0.18763310713038966
arc2_supporting,vote_share,higher_is_more_confident,70,70,120,0.5833333333333334,3.5,0.05,0.95,0.015484515484515484,0.1851738415354486
arc2_supporting,vote_share,higher_is_more_confident,71,71,120,0.5916666666666667,3.5,0.04929577464788732,0.9507042253521126,0.014985014985014986,0.18277681580938615
arc2_supporting,vote_share,higher_is_more_confident,72,72,120,0.6,3.5,0.04861111111111111,0.9513888888888888,0.014985014985014986,0.1804463741312699
arc2_supporting,vote_share,higher_is_more_confident,73,73,120,0.6083333333333333,3.5,0.04794520547945205,0.952054794520548,0.014985014985014986,0.1781797801703623
arc2_supporting,vote_share,higher_is_more_confident,74,74,120,0.6166666666666667,3.5,0.0472972972972973,0.9527027027027027,0.014985014985014984,0.17597444550569544
arc2_supporting,vote_share,higher_is_more_confident,75,75,120,0.625,3.5,0.04666666666666667,0.9533333333333334,0.014485514485514486,0.1738212597587597
arc2_supporting,vote_share,higher_is_more_confident,76,76,120,0.6333333333333333,3.5,0.046052631578947366,0.9539473684210527,0.013986013986013986,0.1717181644196446
arc2_supporting,vote_share,higher_is_more_confident,77,77,120,0.6416666666666667,3.5,0.045454545454545456,0.9545454545454546,0.012987012987012988,0.1696567208945455
arc2_supporting,vote_share,higher_is_more_confident,78,78,120,0.65,3.5,0.04487179487179487,0.9551282051282052,0.01098901098901099,0.1676225194855002
arc2_supporting,vote_share,higher_is_more_confident,79,79,120,0.6583333333333333,3.5,0.04430379746835443,0.9556962025316456,0.01098901098901099,0.16563981684630413
arc2_supporting,vote_share,higher_is_more_confident,80,80,120,0.6666666666666666,3.5,0.04375,0.95625,0.01098901098901099,0.16370668177308795
arc2_supporting,vote_share,higher_is_more_confident,81,81,120,0.675,3.5,0.043209876543209874,0.9567901234567902,0.010989010989010988,0.16182127843007466
arc2_supporting,vote_share,higher_is_more_confident,82,82,120,0.6833333333333333,3.5,0.042682926829268296,0.9573170731707317,0.008991008991008992,0.15995749465642753
arc2_supporting,vote_share,higher_is_more_confident,83,83,120,0.6916666666666667,3.5,0.04216867469879518,0.9578313253012049,0.008991008991008992,0.1581386213351574
arc2_supporting,vote_share,higher_is_more_confident,84,84,120,0.7,3.5,0.041666666666666664,0.9583333333333334,0.007992007992007992,0.15635116165250088
arc2_supporting,vote_share,higher_is_more_confident,85,85,120,0.7083333333333334,3.5,0.041176470588235294,0.9588235294117647,0.007992007992007992,0.15460575984473038
arc2_supporting,vote_share,higher_is_more_confident,86,86,120,0.7166666666666667,3.5,0.040697674418604654,0.9593023255813954,0.005994005994005994,0.15287771619530335
arc2_supporting,vote_share,higher_is_more_confident,87,87,120,0.725,3.5,0.040229885057471264,0.9597701149425287,0.005994005994005994,0.1511893976872425
arc2_supporting,vote_share,higher_is_more_confident,88,88,120,0.7333333333333333,3.5,0.03977272727272727,0.9602272727272727,0.005494505494505494,0.149533773912325
arc2_supporting,vote_share,higher_is_more_confident,89,89,120,0.7416666666666667,3.5,0.03932584269662921,0.9606741573033708,0.005494505494505494,0.14791535516605736
arc2_supporting,vote_share,higher_is_more_confident,90,90,120,0.75,3.5,0.03888888888888889,0.9611111111111111,0.005494505494505494,0.1463329012808179
arc2_supporting,vote_share,higher_is_more_confident,91,91,120,0.7583333333333333,3.5,0.038461538461538464,0.9615384615384616,0.004995004995004995,0.1447797375853694
arc2_supporting,vote_share,higher_is_more_confident,92,92,120,0.7666666666666667,3.5,0.03804347826086957,0.9619565217391304,0.004495504495504496,0.1432549089648274
arc2_supporting,vote_share,higher_is_more_confident,93,93,120,0.775,3.5,0.03763440860215054,0.9623655913978495,0.004495504495504496,0.1417628723576304
arc2_supporting,vote_share,higher_is_more_confident,94,94,120,0.7833333333333333,3.5,0.03723404255319149,0.9627659574468085,0.004495504495504496,0.14030258121016098
arc2_supporting,vote_share,higher_is_more_confident,95,95,120,0.7916666666666666,3.5,0.03684210526315789,0.9631578947368421,0.0034965034965034965,0.13886251723422774
arc2_supporting,vote_share,higher_is_more_confident,96,96,120,0.8,3.5,0.036458333333333336,0.9635416666666666,0.002997002997002997,0.13744725146092332
arc2_supporting,vote_share,higher_is_more_confident,97,97,120,0.8083333333333333,3.5,0.03608247422680412,0.9639175257731959,0.002997002997002997,0.1360611664252128
arc2_supporting,vote_share,higher_is_more_confident,98,98,120,0.8166666666666667,3.5,0.03571428571428571,0.9642857142857143,0.002997002997002997,0.13470336883921064
arc2_supporting,vote_share,higher_is_more_confident,99,99,120,0.825,3.5,0.03535353535353535,0.9646464646464646,0.0024975024975024975,0.13336795604788027
arc2_supporting,vote_share,higher_is_more_confident,100,100,120,0.8333333333333334,3.5,0.035,0.965,0.0024975024975024975,0.1320592515123765
arc2_supporting,vote_share,higher_is_more_confident,101,101,120,0.8416666666666667,3.5,0.034653465346534656,0.9653465346534653,0.001998001998001998,0.13077151636866982
arc2_supporting,vote_share,higher_is_more_confident,102,102,120,0.85,3.5,0.03431372549019608,0.9656862745098039,0.001998001998001998,0.12950903093366326
arc2_supporting,vote_share,higher_is_more_confident,103,103,120,0.8583333333333333,3.5,0.03398058252427184,0.9660194174757282,0.001998001998001998,0.12827105977894812
arc2_supporting,vote_share,higher_is_more_confident,104,104,120,0.8666666666666667,3.5,0.03365384615384615,0.9663461538461539,0.001998001998001998,0.12705689576182363
arc2_supporting,vote_share,higher_is_more_confident,105,105,120,0.875,3.5,0.03333333333333333,0.9666666666666667,0.001998001998001998,0.12586585867835867
arc2_supporting,vote_share,higher_is_more_confident,106,106,120,0.8833333333333333,3.5,0.0330188679245283,0.9669811320754716,0.001998001998001998,0.12469729399269493
arc2_supporting,vote_share,higher_is_more_confident,107,107,120,0.8916666666666667,3.5,0.03271028037383177,0.9672897196261683,0.001998001998001998,0.12355057163760433
arc2_supporting,vote_share,higher_is_more_confident,108,108,120,0.9,3.5,0.032407407407407406,0.9675925925925926,0.001998001998001998,0.12242508488168209
arc2_supporting,vote_share,higher_is_more_confident,109,109,120,0.9083333333333333,3.5,0.03211009174311927,0.9678899082568807,0.001998001998001998,0.12132024925889603
arc2_supporting,vote_share,higher_is_more_confident,110,110,120,0.9166666666666666,3.5,0.031818181818181815,0.9681818181818181,0.001998001998001998,0.12023550155652428
arc2_supporting,vote_share,higher_is_more_confident,111,111,120,0.925,3.5,0.03153153153153153,0.9684684684684685,0.0014985014985014985,0.11916579885329884
arc2_supporting,vote_share,higher_is_more_confident,112,112,120,0.9333333333333333,3.5,0.03125,0.96875,0.0014985014985014985,0.11811519798405958
arc2_supporting,vote_share,higher_is_more_confident,113,113,120,0.9416666666666667,3.5,0.030973451327433628,0.9690265486725663,0.0014985014985014985,0.11708319182047057
arc2_supporting,vote_share,higher_is_more_confident,114,114,120,0.95,3.5,0.03070175438596491,0.9692982456140351,0.000999000999000999,0.11606490944484363
arc2_supporting,vote_share,higher_is_more_confident,115,115,120,0.9583333333333334,3.5,0.030434782608695653,0.9695652173913043,0.000999000999000999,0.11506433632792325
arc2_supporting,vote_share,higher_is_more_confident,116,116,120,0.9666666666666667,3.5,0.03017241379310345,0.9698275862068966,0.000999000999000999,0.11408101447163943
arc2_supporting,vote_share,higher_is_more_confident,117,117,120,0.975,3.5,0.029914529914529916,0.9700854700854701,0.000999000999000999,0.11311450153597585
arc2_supporting,vote_share,higher_is_more_confident,118,118,120,0.9833333333333333,3.5,0.029661016949152543,0.9703389830508474,0.000999000999000999,0.11216437017549301
arc2_supporting,vote_share,higher_is_more_confident,119,119,120,0.9916666666666667,3.5,0.029411764705882353,0.9705882352941176,0.000999000999000999,0.11123020740930399
arc2_supporting,vote_share,higher_is_more_confident,120,120,120,1.0,3.5,0.029166666666666667,0.9708333333333333,0.000999000999000999,0.11031161402255146
arc2_supporting,vote_margin,higher_is_more_confident,1,1,120,0.008333333333333333,1.0,1.0,0.0,0.9982638888888888,0.9982638888888888
arc2_supporting,vote_margin,higher_is_more_confident,2,2,120,0.016666666666666666,2.0,1.0,0.0,0.983016983016983,0.9906404359529359
arc2_supporting,vote_margin,higher_is_more_confident,3,3,120,0.025,2.0,0.6666666666666666,0.33333333333333337,0.9690309690309691,0.9834372803122804
arc2_supporting,vote_margin,higher_is_more_confident,4,4,120,0.03333333333333333,2.0,0.5,0.5,0.948051948051948,0.9745909472471973
arc2_supporting,vote_margin,higher_is_more_confident,5,5,120,0.041666666666666664,2.0,0.4,0.6,0.8511488511488512,0.949902528027528
arc2_supporting,vote_margin,higher_is_more_confident,6,6,120,0.05,2.0,0.3333333333333333,0.6666666666666667,0.35864135864135865,0.8513589997964998
arc2_supporting,vote_margin,higher_is_more_confident,7,7,120,0.058333333333333334,2.5,0.35714285714285715,0.6428571428571428,0.33116883116883117,0.7770461185639758
arc2_supporting,vote_margin,higher_is_more_confident,8,8,120,0.06666666666666667,2.5,0.3125,0.6875,0.2997002997002997,0.7173778912060162
arc2_supporting,vote_margin,higher_is_more_confident,9,9,120,0.075,2.5,0.2777777777777778,0.7222222222222222,0.2827172827172827,0.6690822680406013
arc2_supporting,vote_margin,higher_is_more_confident,10,10,120,0.08333333333333333,2.5,0.25,0.75,0.26023976023976025,0.6281980172605173
arc2_supporting,vote_margin,higher_is_more_confident,11,11,120,0.09166666666666666,2.5,0.22727272727272727,0.7727272727272727,0.23876123876123878,0.5927946737605828
arc2_supporting,vote_margin,higher_is_more_confident,12,12,120,0.1,2.5,0.20833333333333334,0.7916666666666666,0.19930069930069932,0.5600035092222592
arc2_supporting,vote_margin,higher_is_more_confident,13,13,120,0.10833333333333334,2.5,0.19230769230769232,0.8076923076923077,0.1968031968031968,0.532065023651562
arc2_supporting,vote_margin,higher_is_more_confident,14,14,120,0.11666666666666667,2.5,0.17857142857142858,0.8214285714285714,0.16283716283716285,0.5056916050219622
arc2_supporting,vote_margin,higher_is_more_confident,15,15,120,0.125,2.5,0.16666666666666666,0.8333333333333334,0.15084915084915085,0.4820354414104414
arc2_supporting,vote_margin,higher_is_more_confident,16,16,120,0.13333333333333333,2.5,0.15625,0.84375,0.1111111111111111,0.45885267076673325
arc2_supporting,vote_margin,higher_is_more_confident,17,17,120,0.14166666666666666,2.5,0.14705882352941177,0.8529411764705882,0.10939060939060939,0.4382960789210789
arc2_supporting,vote_margin,higher_is_more_confident,18,18,120,0.15,2.5,0.1388888888888889,0.8611111111111112,0.1048951048951049,0.4197738025863026
arc2_supporting,vote_margin,higher_is_more_confident,19,19,120,0.15833333333333333,3.0,0.15789473684210525,0.8421052631578947,0.09890109890109891,0.4028857655502392
arc2_supporting,vote_margin,higher_is_more_confident,20,20,120,0.16666666666666666,3.0,0.15,0.85,0.0959040959040959,0.38753668206793207
arc2_supporting,vote_margin,higher_is_more_confident,21,21,120,0.175,3.0,0.14285714285714285,0.8571428571428572,0.08491508491508491,0.3731261298225584
arc2_supporting,vote_margin,higher_is_more_confident,22,22,120,0.18333333333333332,3.0,0.13636363636363635,0.8636363636363636,0.08441558441558442,0.36000292321315047
arc2_supporting,vote_margin,higher_is_more_confident,23,23,120,0.19166666666666668,3.0,0.13043478260869565,0.8695652173913043,0.07892107892107893,0.3477819734613213
arc2_supporting,vote_margin,higher_is_more_confident,24,24,120,0.2,3.0,0.125,0.875,0.07792207792207792,0.33653781114718617
arc2_supporting,vote_margin,higher_is_more_confident,25,25,120,0.20833333333333334,3.0,0.12,0.88,0.05644355644355644,0.32533404095904095
arc2_supporting,vote_margin,higher_is_more_confident,26,26,120,0.21666666666666667,3.5,0.1346153846153846,0.8653846153846154,0.055944055944055944,0.31497288768923387
arc2_supporting,vote_margin,higher_is_more_confident,27,27,120,0.225,3.5,0.12962962962962962,0.8703703703703703,0.055944055944055944,0.30537922725422734
arc2_supporting,vote_margin,higher_is_more_confident,28,28,120,0.23333333333333334,3.5,0.125,0.875,0.04795204795204795,0.2961853994220066
arc2_supporting,vote_margin,higher_is_more_confident,29,29,120,0.24166666666666667,3.5,0.1206896551724138,0.8793103448275862,0.04795204795204795,0.28762562868166325
arc2_supporting,vote_margin,higher_is_more_confident,30,30,120,0.25,3.5,0.11666666666666667,0.8833333333333333,0.04795204795204795,0.2796365093240094
arc2_supporting,vote_margin,higher_is_more_confident,31,31,120,0.25833333333333336,3.5,0.11290322580645161,0.8870967741935484,0.04728604728604729,0.2721413331292364
arc2_supporting,vote_margin,higher_is_more_confident,32,32,120,0.26666666666666666,3.5,0.109375,0.890625,0.04195804195804196,0.26494810528013657
arc2_supporting,vote_margin,higher_is_more_confident,33,33,120,0.275,3.5,0.10606060606060606,0.8939393939393939,0.03696303696303696,0.2580394668462851
arc2_supporting,vote_margin,higher_is_more_confident,34,34,120,0.2833333333333333,3.5,0.10294117647058823,0.8970588235294118,0.03696303696303696,0.25153721890854247
arc2_supporting,vote_margin,higher_is_more_confident,35,35,120,0.2916666666666667,3.5,0.1,0.9,0.03496503496503497,0.24534944222444227
arc2_supporting,vote_margin,higher_is_more_confident,36,36,120,0.3,3.5,0.09722222222222222,0.9027777777777778,0.034465534465534464,0.23949155589780594
arc2_supporting,vote_margin,higher_is_more_confident,37,37,120,0.30833333333333335,3.5,0.0945945945945946,0.9054054054054054,0.03396603396603397,0.2339368120618121
arc2_supporting,vote_margin,higher_is_more_confident,38,38,120,0.31666666666666665,3.5,0.09210526315789473,0.9078947368421053,0.029970029970029972,0.22856926516465997
arc2_supporting,vote_margin,higher_is_more_confident,39,39,120,0.325,3.5,0.08974358974358974,0.9102564102564102,0.027639027639027643,0.22341720779220786
arc2_supporting,vote_margin,higher_is_more_confident,40,40,120,0.3333333333333333,3.5,0.0875,0.9125,0.025474525474525476,0.2184686407342658
arc2_supporting,vote_margin,higher_is_more_confident,41,41,120,0.3416666666666667,3.5,0.08536585365853659,0.9146341463414634,0.025474525474525476,0.21376146719134528
arc2_supporting,vote_margin,higher_is_more_confident,42,42,120,0.35,3.5,0.08333333333333333,0.9166666666666666,0.024975024975024976,0.20926655190048052
arc2_supporting,vote_margin,higher_is_more_confident,43,43,120,0.35833333333333334,3.5,0.08139534883720931,0.9186046511627907,0.022977022977022976,0.20493423727435356
arc2_supporting,vote_margin,higher_is_more_confident,44,44,120,0.36666666666666664,3.5,0.07954545454545454,0.9204545454545454,0.02197802197802198,0.20077614147216422
arc2_supporting,vote_margin,higher_is_more_confident,45,45,120,0.375,3.5,0.07777777777777778,0.9222222222222223,0.01998001998001998,0.1967584498834499
arc2_supporting,vote_margin,higher_is_more_confident,46,46,120,0.38333333333333336,3.5,0.07608695652173914,0.9239130434782609,0.01898101898101898,0.1928937231247014
arc2_supporting,vote_margin,higher_is_more_confident,47,47,120,0.39166666666666666,3.5,0.07446808510638298,0.925531914893617,0.017982017982017984,0.1891721974833677
arc2_supporting,vote_margin,higher_is_more_confident,48,48,120,0.4,3.5,0.07291666666666667,0.9270833333333334,0.017982017982017984,0.1856057354104229
arc2_supporting,vote_margin,higher_is_more_confident,49,49,120,0.4083333333333333,3.5,0.07142857142857142,0.9285714285714286,0.016483516483516484,0.18215426155477177
arc2_supporting,vote_margin,higher_is_more_confident,50,50,120,0.4166666666666667,3.5,0.07,0.9299999999999999,0.012987012987012988,0.1787709165834166
arc2_supporting,vote_margin,higher_is_more_confident,51,51,120,0.425,3.5,0.06862745098039216,0.9313725490196079,0.01048951048951049,0.17547128116981056
arc2_supporting,vote_margin,higher_is_more_confident,52,52,120,0.43333333333333335,3.5,0.0673076923076923,0.9326923076923077,0.01048951048951049,0.17229855481057402
arc2_supporting,vote_margin,higher_is_more_confident,53,53,120,0.44166666666666665,3.5,0.0660377358490566,0.9339622641509434,0.00999000999000999,0.16923612943660113
arc2_supporting,vote_margin,higher_is_more_confident,54,54,120,0.45,3.5,0.06481481481481481,0.9351851851851852,0.008991008991008992,0.1662686272061272
arc2_supporting,vote_margin,higher_is_more_confident,55,55,120,0.4583333333333333,3.5,0.06363636363636363,0.9363636363636364,0.007992007992007992,0.16339087049314321
arc2_supporting,vote_margin,higher_is_more_confident,56,56,120,0.4666666666666667,3.5,0.0625,0.9375,0.007992007992007992,0.16061589080562297
arc2_supporting,vote_margin,higher_is_more_confident,57,57,120,0.475,3.5,0.06140350877192982,0.9385964912280702,0.007992007992007992,0.15793827882643674
arc2_supporting,vote_margin,higher_is_more_confident,58,58,120,0.48333333333333334,3.5,0.0603448275862069,0.9396551724137931,0.006993006993006993,0.15533577413965347
arc2_supporting,vote_margin,higher_is_more_confident,59,59,120,0.49166666666666664,3.5,0.059322033898305086,0.940677966101695,0.006993006993006993,0.15282148995072725
arc2_supporting,vote_margin,higher_is_more_confident,60,60,120,0.5,3.5,0.058333333333333334,0.9416666666666667,0.006993006993006993,0.15039101523476525
arc2_supporting,vote_margin,higher_is_more_confident,61,61,120,0.5083333333333333,3.5,0.05737704918032787,0.9426229508196722,0.005994005994005994,0.14802385114885117
arc2_supporting,vote_margin,higher_is_more_confident,62,62,120,0.5166666666666667,3.5,0.056451612903225805,0.9435483870967742,0.005994005994005994,0.14573304719474076
arc2_supporting,vote_margin,higher_is_more_confident,63,63,120,0.525,3.5,0.05555555555555555,0.9444444444444444,0.005994005994005994,0.1435149671756815
arc2_supporting,vote_margin,higher_is_more_confident,64,64,120,0.5333333333333333,3.5,0.0546875,0.9453125,0.005494505494505494,0.14135839746191312
arc2_supporting,vote_margin,higher_is_more_confident,65,65,120,0.5416666666666666,3.5,0.05384615384615385,0.9461538461538461,0.005494505494505494,0.1392681837393376
arc2_supporting,vote_margin,higher_is_more_confident,66,66,120,0.55,3.5,0.05303030303030303,0.946969696969697,0.005494505494505494,0.13724130982653712
arc2_supporting,vote_margin,higher_is_more_confident,67,67,120,0.5583333333333333,3.5,0.05223880597014925,0.9477611940298507,0.004995004995004995,0.13526748438129038
arc2_supporting,vote_margin,higher_is_more_confident,68,68,120,0.5666666666666667,3.5,0.051470588235294115,0.9485294117647058,0.004995004995004995,0.1333517126256097
arc2_supporting,vote_margin,higher_is_more_confident,69,69,120,0.575,3.5,0.050724637681159424,0.9492753623188406,0.004995004995004995,0.1314914704860357
arc2_supporting,vote_margin,higher_is_more_confident,70,70,120,0.5833333333333334,3.5,0.05,0.95,0.004995004995004995,0.1296843781218781
arc2_supporting,vote_margin,higher_is_more_confident,71,71,120,0.5916666666666667,3.5,0.04929577464788732,0.9507042253521126,0.004995004995004995,0.12792818976797848
arc2_supporting,vote_margin,higher_is_more_confident,72,72,120,0.6,3.5,0.04861111111111111,0.9513888888888888,0.004662004662004662,0.1262161594192844
arc2_supporting,vote_margin,higher_is_more_confident,73,73,120,0.6083333333333333,3.5,0.04794520547945205,0.952054794520548,0.003996003996003996,0.1245419107148559
arc2_supporting,vote_margin,higher_is_more_confident,74,74,120,0.6166666666666667,3.5,0.0472972972972973,0.9527027027027027,0.003996003996003996,0.12291291197541196
arc2_supporting,vote_margin,higher_is_more_confident,75,75,120,0.625,3.5,0.04666666666666667,0.9533333333333334,0.003996003996003996,0.12132735320235319
arc2_supporting,vote_margin,higher_is_more_confident,76,76,120,0.6333333333333333,3.5,0.046052631578947366,0.9539473684210527,0.002997002997002997,0.11977037491017753
arc2_supporting,vote_margin,higher_is_more_confident,77,77,120,0.6416666666666667,3.5,0.045454545454545456,0.9545454545454546,0.002997002997002997,0.11825383761260382
arc2_supporting,vote_margin,higher_is_more_confident,78,78,120,0.65,3.5,0.04487179487179487,0.9551282051282052,0.002997002997002997,0.11677618588676278
arc2_supporting,vote_margin,higher_is_more_confident,79,79,120,0.6583333333333333,3.5,0.04430379746835443,0.9556962025316456,0.002997002997002997,0.1153359430653734
arc2_supporting,vote_margin,higher_is_more_confident,80,80,120,0.6666666666666666,3.5,0.04375,0.95625,0.002997002997002997,0.11393170631451877
arc2_supporting,vote_margin,higher_is_more_confident,81,81,120,0.675,3.5,0.043209876543209874,0.9567901234567902,0.0024975024975024975,0.11255597540319759
arc2_supporting,vote_margin,higher_is_more_confident,82,82,120,0.6833333333333333,3.5,0.042682926829268296,0.9573170731707317,0.001998001998001998,0.11120770743484154
arc2_supporting,vote_margin,higher_is_more_confident,83,83,120,0.6916666666666667,3.5,0.04216867469879518,0.9578313253012049,0.001998001998001998,0.10989192785126517
arc2_supporting,vote_margin,higher_is_more_confident,84,84,120,0.7,3.5,0.041666666666666664,0.9583333333333334,0.001998001998001998,0.10860747635301203
arc2_supporting,vote_margin,higher_is_more_confident,85,85,120,0.7083333333333334,3.5,0.041176470588235294,0.9588235294117647,0.001998001998001998,0.1073532472429531
arc2_supporting,vote_margin,higher_is_more_confident,86,86,120,0.7166666666666667,3.5,0.040697674418604654,0.9593023255813954,0.001998001998001998,0.10612818625173273
arc2_supporting,vote_margin,higher_is_more_confident,87,87,120,0.725,3.5,0.040229885057471264,0.9597701149425287,0.0014985014985014985,0.10492554619709789
arc2_supporting,vote_margin,higher_is_more_confident,88,88,120,0.7333333333333333,3.5,0.03977272727272727,0.9602272727272727,0.0014985014985014985,0.10375023887097747
arc2_supporting,vote_margin,higher_is_more_confident,89,89,120,0.7416666666666667,3.5,0.03932584269662921,0.9606741573033708,0.0014985014985014985,0.10260134294544403
arc2_supporting,vote_margin,higher_is_more_confident,90,90,120,0.75,3.5,0.03888888888888889,0.9611111111111111,0.0014985014985014985,0.10147797804047799
arc2_supporting,vote_margin,higher_is_more_confident,91,91,120,0.7583333333333333,3.5,0.038461538461538464,0.9615384615384616,0.000999000999000999,0.10037381345760461
arc2_supporting,vote_margin,higher_is_more_confident,92,92,120,0.7666666666666667,3.5,0.03804347826086957,0.9619565217391304,0.000999000999000999,0.09929365245261979
arc2_supporting,vote_margin,higher_is_more_confident,93,93,120,0.775,3.5,0.03763440860215054,0.9623655913978495,0.000999000999000999,0.09823672071655935
arc2_supporting,vote_margin,higher_is_more_confident,94,94,120,0.7833333333333333,3.5,0.03723404255319149,0.9627659574468085,0.000999000999000999,0.09720227688977681
arc2_supporting,vote_margin,higher_is_more_confident,95,95,120,0.7916666666666666,3.5,0.03684210526315789,0.9631578947368421,0.000999000999000999,0.09618961082776864
arc2_supporting,vote_margin,higher_is_more_confident,96,96,120,0.8,3.5,0.036458333333333336,0.9635416666666666,0.000999000999000999,0.09519804197538563
arc2_supporting,vote_margin,higher_is_more_confident,97,97,120,0.8083333333333333,3.5,0.03608247422680412,0.9639175257731959,0.000999000999000999,0.09422691784160847
arc2_supporting,vote_margin,higher_is_more_confident,98,98,120,0.8166666666666667,3.5,0.03571428571428571,0.9642857142857143,0.000999000999000999,0.0932756125677043
arc2_supporting,vote_margin,higher_is_more_confident,99,99,120,0.825,3.5,0.03535353535353535,0.9646464646464646,0.000999000999000999,0.09234352558216183
arc2_supporting,vote_margin,higher_is_more_confident,100,100,120,0.8333333333333334,3.5,0.035,0.965,0.000999000999000999,0.09143008033633021
arc2_supporting,vote_margin,higher_is_more_confident,101,101,120,0.8416666666666667,3.5,0.034653465346534656,0.9653465346534653,0.000999000999000999,0.09053472311516854
arc2_supporting,vote_margin,higher_is_more_confident,102,102,120,0.85,3.5,0.03431372549019608,0.9656862745098039,0.000999000999000999,0.0896569219179512
arc2_supporting,vote_margin,higher_is_more_confident,103,103,120,0.8583333333333333,3.5,0.03398058252427184,0.9660194174757282,0.0004995004995004995,0.08879131588476236
arc2_supporting,vote_margin,higher_is_more_confident,104,104,120,0.8666666666666667,3.5,0.03365384615384615,0.9663461538461539,0.0004995004995004995,0.08794235612144254
arc2_supporting,vote_margin,higher_is_more_confident,105,105,120,0.875,3.5,0.03333333333333333,0.9666666666666667,0.0004995004995004995,0.08710956702028119
arc2_supporting,vote_margin,higher_is_more_confident,106,106,120,0.8833333333333333,3.5,0.0330188679245283,0.9669811320754716,0.0,0.08628777865216533
arc2_supporting,vote_margin,higher_is_more_confident,107,107,120,0.8916666666666667,3.5,0.03271028037383177,0.9672897196261683,0.0,0.08548135081429463
arc2_supporting,vote_margin,higher_is_more_confident,108,108,120,0.9,3.5,0.032407407407407406,0.9675925925925926,0.0,0.08468985682527339
arc2_supporting,vote_margin,higher_is_more_confident,109,109,120,0.9083333333333333,3.5,0.03211009174311927,0.9678899082568807,0.0,0.08391288566173877
arc2_supporting,vote_margin,higher_is_more_confident,110,110,120,0.9166666666666666,3.5,0.031818181818181815,0.9681818181818181,0.0,0.08315004124663204
arc2_supporting,vote_margin,higher_is_more_confident,111,111,120,0.925,3.5,0.03153153153153153,0.9684684684684685,0.0,0.08240094177594166
arc2_supporting,vote_margin,higher_is_more_confident,112,112,120,0.9333333333333333,3.5,0.03125,0.96875,0.0,0.08166521908151361
arc2_supporting,vote_margin,higher_is_more_confident,113,113,120,0.9416666666666667,3.5,0.030973451327433628,0.9690265486725663,0.0,0.0809425180276949
arc2_supporting,vote_margin,higher_is_more_confident,114,114,120,0.95,3.5,0.03070175438596491,0.9692982456140351,0.0,0.08023249593973268
arc2_supporting,vote_margin,higher_is_more_confident,115,115,120,0.9583333333333334,3.5,0.030434782608695653,0.9695652173913043,0.0,0.07953482206199587
arc2_supporting,vote_margin,higher_is_more_confident,116,116,120,0.9666666666666667,3.5,0.03017241379310345,0.9698275862068966,0.0,0.07884917704422004
arc2_supporting,vote_margin,higher_is_more_confident,117,117,120,0.975,3.5,0.029914529914529916,0.9700854700854701,0.0,0.07817525245409851
arc2_supporting,vote_margin,higher_is_more_confident,118,118,120,0.9833333333333333,3.5,0.029661016949152543,0.9703389830508474,0.0,0.07751275031465699
arc2_supporting,vote_margin,higher_is_more_confident,119,119,120,0.9916666666666667,3.5,0.029411764705882353,0.9705882352941176,0.0,0.07686138266495399
arc2_supporting,vote_margin,higher_is_more_confident,120,120,120,1.0,3.5,0.029166666666666667,0.9708333333333333,0.0,0.07622087114274605
arc2_supporting,vote_entropy,lower_is_more_confident,1,1,120,0.008333333333333333,1.0,1.0,0.0,0.006384756165240347,0.006384756165240347
arc2_supporting,vote_entropy,lower_is_more_confident,2,2,120,0.016666666666666666,2.0,1.0,0.0,0.09240931073730133,0.04939703345127083
arc2_supporting,vote_entropy,lower_is_more_confident,3,3,120,0.025,2.0,0.6666666666666666,0.33333333333333337,0.12678818384915916,0.07519408358390027
arc2_supporting,vote_entropy,lower_is_more_confident,4,4,120,0.03333333333333333,2.0,0.5,0.5,0.320470510320481,0.13651319026804545
arc2_supporting,vote_entropy,lower_is_more_confident,5,5,120,0.041666666666666664,2.0,0.4,0.6,0.7404147386620419,0.25729349994684475
arc2_supporting,vote_entropy,lower_is_more_confident,6,6,120,0.05,2.0,0.3333333333333333,0.6666666666666667,1.487826304800758,0.4623823007558303
arc2_supporting,vote_entropy,lower_is_more_confident,7,7,120,0.058333333333333334,2.0,0.2857142857142857,0.7142857142857143,2.7088615626021313,0.7833079095910163
arc2_supporting,vote_entropy,lower_is_more_confident,8,8,120,0.06666666666666667,2.0,0.25,0.75,2.7527897602835996,1.0294931409275891
