dataset,puzzles,resamples,seed,observed_defect_aurc,defect_aurc_bootstrap_mean,defect_aurc_bootstrap_se,defect_aurc_ci95_low,defect_aurc_ci95_high,observed_random_expected_aurc,observed_defect_minus_random,defect_minus_random_bootstrap_mean,defect_minus_random_ci95_low,defect_minus_random_ci95_high,fraction_defect_beats_random,defect_minus_random_two_sided_bootstrap_p,coverage,retained_instances,retained_count_convention,observed_accuracy,accuracy_bootstrap_mean,accuracy_bootstrap_se,accuracy_ci95_low,accuracy_ci95_high,observed_risk,risk_ci95_low,risk_ci95_high
arc2_supporting,120,10000,20262825,0.9180768700795726,0.9215326745185619,0.046713172409970874,0.8261435387233548,0.9978830911092326,0.9708333333333333,-0.05275646325376071,-0.04911774214810475,-0.12127500165351199,0.010857276406621201,0.8653,0.2695730426957304,0.25,30,round(N*coverage); exact for these predetermined fractions,0.06666666666666667,0.06666333333333332,0.04678433949396564,0.0,0.16666666666666666,0.9333333333333333,0.8333333333333334,1.0
arc2_supporting,120,10000,20262825,0.9180768700795726,0.9215326745185619,0.046713172409970874,0.8261435387233548,0.9978830911092326,0.9708333333333333,-0.05275646325376071,-0.04911774214810475,-0.12127500165351199,0.010857276406621201,0.8653,0.2695730426957304,0.5,60,round(N*coverage); exact for these predetermined fractions,0.03333333333333333,0.033335,0.023393951080122367,0.0,0.08333333333333333,0.9666666666666667,0.9166666666666666,1.0
arc2_supporting,120,10000,20262825,0.9180768700795726,0.9215326745185619,0.046713172409970874,0.8261435387233548,0.9978830911092326,0.9708333333333333,-0.05275646325376071,-0.04911774214810475,-0.12127500165351199,0.010857276406621201,0.8653,0.2695730426957304,0.75,90,round(N*coverage); exact for these predetermined fractions,0.03888888888888889,0.03832611111111111,0.018017215771780903,0.005555555555555556,0.07777777777777778,0.9611111111111111,0.9222222222222223,0.9944444444444445
arc2_supporting,120,10000,20262825,0.9180768700795726,0.9215326745185619,0.046713172409970874,0.8261435387233548,0.9978830911092326,0.9708333333333333,-0.05275646325376071,-0.04911774214810475,-0.12127500165351199,0.010857276406621201,0.8653,0.2695730426957304,1.0,120,round(N*coverage); exact for these predetermined fractions,0.029166666666666667,0.029349583333333328,0.013598686334759316,0.004166666666666667,0.058333333333333334,0.9708333333333333,0.9416666666666667,0.9958333333333333
