method,covered_puzzles,rank1_given_covered,top2_given_covered,mrr_given_covered
B0,17,0.17647058823529413,0.17647058823529413,0.17647058823529413
B1,17,0.2647058823529412,0.4117647058823529,0.39361341048329884
M1,17,0.2647058823529412,0.38235294117647056,0.3878816793716697
M1+M2,17,0.2647058823529412,0.3235294117647059,0.37083300955891607
M1+M2+M3,17,0.2647058823529412,0.3235294117647059,0.37083300955891607
