task_id,puzzle_id,pair_index,emitted_candidates,distinct_candidate_grids,orbit_dispersion,majority_vote_mass,top2_vote_mass,top5_vote_mass,mean_candidate_multiplicity,max_candidate_multiplicity,singleton_grid_fraction,invalid_emissions,invalid_emission_fraction,b1_correct,d_count_distinct,d_count_multiset,d_count_non_identical_support,split
992798f6#0,992798f6,0,1001,543,0.09798344294317074,0.06293706293706294,0.07992007992007993,0.1098901098901099,1.843462246777164,63,0.6040515653775322,1,0.000999000999000999,0.0,0.004527946679137578,0.017315006757609278,0.011560200238581748,test
99306f82#0,99306f82,0,1001,848,0.7494059510537064,0.023976023976023976,0.03796203796203796,0.07392607392607392,1.1804245283018868,24,0.9398584905660378,0,0.0,0.0,-0.16785578961505712,-0.1508637970696116,-0.16890541472721524,test
9a4bb226#0,9a4bb226,0,1001,956,0.8049979820288331,0.005994005994005994,0.011988011988011988,0.022977022977022976,1.047071129707113,6,0.9707112970711297,6,0.005994005994005994,0.0,-0.1546983044010482,-0.14651635504212715,-0.15313798274439835,test
9b2a60aa#0,9b2a60aa,0,1001,697,0.743332186819095,0.03496503496503497,0.05194805194805195,0.09590409590409592,1.4361549497847919,35,0.8536585365853658,0,0.0,0.0,0.1472481716164291,0.17027159541778045,0.12112776705815023,test
9b365c51#0,9b365c51,0,1001,875,0.932415197971759,0.03596403596403597,0.06193806193806194,0.08791208791208792,1.144,36,0.96,36,0.03596403596403597,0.0,0.10203476185552328,0.13026171359555774,0.1140029685083907,dev
9b4c17c4#0,9b4c17c4,0,1001,804,0.7840149474384492,0.025974025974025976,0.04295704295704296,0.07092907092907093,1.2450248756218905,26,0.8967661691542289,0,0.0,0.0,0.07756321355724824,0.08610439090943434,0.06844975658861857,dev
9b4c17c4#1,9b4c17c4,1,1001,693,0.833135556251164,0.06293706293706294,0.1118881118881119,0.15784215784215785,1.4444444444444444,63,0.8975468975468975,1,0.000999000999000999,0.0,-0.08686075081388735,-0.05981132124975478,-0.091714388860666,dev
9bebae7a#0,9bebae7a,0,576,322,0.9012022197523127,0.09027777777777778,0.1545138888888889,0.24826388888888892,1.7888198757763976,52,0.8385093167701864,0,0.0,0.0,-0.027674095563099327,0.029520552887196013,-0.05491248684280057,test
9c1e755f#0,9c1e755f,0,1001,877,0.8020029177156405,0.023976023976023976,0.04095904095904096,0.06693306693306694,1.1413911060433295,24,0.9532497149372862,0,0.0,0.0,-0.14869426922813042,-0.12332913812888392,-0.1372680919174114,dev
9c56f360#0,9c56f360,0,575,207,0.8201280230060192,0.1426086956521739,0.23652173913043478,0.3443478260869565,2.7777777777777777,82,0.6811594202898551,0,0.0,0.0,0.2598535510826428,0.3082360464478438,0.26962379600893954,dev
9caba7c3#0,9caba7c3,0,1001,600,0.20996266750442438,0.016983016983016984,0.03396603396603397,0.07792207792207792,1.6683333333333332,17,0.86,15,0.014985014985014986,0.0,-0.17292450715532803,-0.1377144739197639,-0.2696453923808617,dev
9ddd00f0#0,9ddd00f0,0,1001,996,0.32091500345376134,0.001998001998001998,0.003996003996003996,0.00999000999000999,1.0050200803212852,2,0.9949799196787149,0,0.0,0.0,-0.08772641188236042,-0.08713349866787455,-0.08906046574927352,test
